UrbanAgg,Country,Region,OID,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,PopR7080,PopR8090,PopR9000,PopR0010,Area1970,Area1980,Area1990,Area2000,Area2010,ArR7080,ArR8090,ArR9000,ArR0010,PD1970,PD1980,PD1990,PD2000,PD2010,Authors,Journal,Year
Guangzhou in Guangdong,China,China,115,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,28.986159,86.26672,256.7414,731.9853,1413.442939,11.52321006,11.52321015,11.04541857,6.801558977,53197.80382,21676.95723,11965.34723,10013.8623,6806.075954,"Su, Y, Chen, X, Wang, C, Zhang, H, Liao, J, Ye, Y, C Wang",GIScience and Remote Sensing,2015
Guangzhou in Guangdong,China,China,114,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,59.677892,121.552633,244.094168,474.222436,921.312134,7.373000542,7.220864183,6.866717379,6.86671738,25838.71428,15384.28213,12585.30683,15456.8815,10441.62955,"Sun, Y, Zhang, X, Zhao, Y, & Q Xin",International Journal Remote Sensing,2017
Guangzhou in Guangdong,China,China,113,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,75.949706,160.527181,339.29,680.696699,1365.64,7.771083266,7.771083228,7.210731317,7.210731307,20302.9094,11649.11754,9054.201421,10768.37894,7044.316218,"Wang, S, Liu, X, Zhou, C, Hu, J, & J Ou",Applied Energy,2017
Guangzhou in Guangdong,China,China,125,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,149.312615,189.474842,240.306701,303.259015, ,2.410740217,2.40506387,2.353991583, ,10327.32566,9869.384137,12783.66349,24170.75713, ,"Weng, Q",International Journal of Remote Sensing,2001
Guangzhou in Guangdong,China,China,128,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,317.9429036,404.7163146,512.53,767.2127411,1554.979123,2.442497438,2.38983849,4.116521862,7.320052289,4849.9274,4620.52043,5993.795485,9554.064482,6186.578237,"Wu, Y, Li, S, & S Yu",Environmental Monitoring and Assessment,2016
Guangzhou in Guangdong,China,China,112,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,1095.829015,1152.933899,1213.014584,1276.062317,1376.56603,0.509279863,0.509279873,0.507989599,0.761011005,1407.153834,1621.949013,2532.533442,5744.233571,6988.404327,"Ye, Y, Zhang, JE, Chen, L, Ouyang, Y, & P Parajuli",Applied Ecology and Environmental Research,2015
Guangzhou in Guangdong,China,China,111,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,109.544937,301.401,767.658548,1545.741443,3244.458629,10.65097317,9.800000005,7.2498951,7.696239489,14076.41505,6204.358977,4001.779187,4742.060862,2965.05553,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Guangzhou in Guangdong,China,China,110,1542,1870,3072,7330,9620,1.947298824,5.08916964,9.085813909,2.755980994,1090.957718,1147.560049,1207.099088,1269.7272,1362.417286,0.507101841,0.507101844,0.507101842,0.707072677,1413.436996,1629.544355,2544.944347,5772.893579,7060.979113,"Zhu, Z, Fu, Y, Woodcock, CE, Olofsson, P, Vogelmann, JE, Holden, C, Wang, M, Dai, S, Yu, Y2016",Remote Sensing of Environment,2016
Guayaquil,Ecuador,CS Am,283,719,1120,1572,2077,2492,4.528305662,3.448901614,2.829298618,1.837706831,85.94798557,98.88311485,112.1811611,130.6837408,150.0604268,1.411835577,1.269759653,1.538364223,1.39218028,8365.897063,11323.09598,14009.61609,15896.20091,16608.66927,"Pares-Ramos, IK, Alvarez-Berrios, NL, & TM Aide",Land,2013
Guiyang,China,China,129,702,809,1080,1860,2496,1.428765797,2.931315532,5.586627597,2.984808006,14.478215,28.4089,53.830258,123.146417,366.912142,6.972941899,6.599999911,8.627436792,11.53573418,48486.6401,28476.99137,20063.06565,15103.97172,6802.718456,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Guwahati (Gauhati),India,India,407,195,329,564,797,957,5.369793433,5.537868967,3.518488408,1.846324766,7.084122,11.728001,19.416097,31.299649,62.941144,5.170465518,5.170464941,4.890885897,7.235730971,27526.34695,28052.52148,29048.06254,25463.54434,15204.68074,"Sahoo, SN, & P Sreeja",World Environmental and Water Resources Congress 2011,2011
Gwalior,India,India,408,397,544,706,855,1084,3.200271371,2.64093041,1.933313386,2.401499627,38.940267,63.057884,102.112725,162.809772,257.294034,4.938305431,4.938305539,4.775576767,4.682702234,10195.10215,8626.994207,6913.927721,5251.527531,4213.078644,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Ha Noi,Viet Nam,SE Asia,562,617,899,1139,1660,2811,3.835881173,2.394446618,3.838507292,5.408413241,137.449835,187.948417,257,348.1, ,3.178555852,3.178555893,3.080636129, ,4488.910445,4783.227304,4431.906615,4768.744614, ,"Pham, VC, Pham, TTH, Tong, THA, Nguyen, TTH, & NH Pham",Journal of Land Use Science,2015
Ha Noi,Viet Nam,SE Asia,563,617,899,1139,1660,2811,3.835881173,2.394446618,3.838507292,5.408413241,261.700254,351.919943,473.242361,636.39,848.52,3.006344095,3.006344078,3.006344091,2.918600896,2357.659156,2554.558268,2406.800603,2608.463364,3312.82704,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Haikou,China,China,131,247,348,489,907,1492,3.487579462,3.460116122,6.372616712,5.103251967,8.067012,22.668646,61.279944,114.4543, ,10.88461368,10.45599137,6.446497337, ,30618.52393,15351.60062,7979.772305,7924.560283, ,"Tian, GJ, Yang, ZF, & Y Xie ",Environment and Planning B,2007
Haikou,China,China,130,247,348,489,907,1492,3.487579462,3.460116122,6.372616712,5.103251967,8.921467,21.151008,47.383146,151.177404,250.927429,9.015808398,8.400000019,12.30169187,5.197671093,27686.02966,16453.11656,10320.12522,5999.573852,5945.942243,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Hamburg,Germany,Europe,334,1792,1652,1639,1710,1785,-0.810156791,-0.078972554,0.42497116,0.430173047, , ,510.835813,456.565005,627.221394, , ,-1.116887425,3.226647818, , ,3208.467297,3745.359327,2845.885069,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Hangzhou,China,China,136,1027,1141,1476,3160,5082,1.058191054,2.607727998,7.90959747,4.866013324, , , ,188.3006,345.739873, , , ,6.264884967, , , ,16781.67781,14698.91209,"Deng, JS, Wang, K, Hong, Y, & JG Qi",Landscape and Urban Planning,2009
Hangzhou,China,China,135,1027,1141,1476,3160,5082,1.058191054,2.607727998,7.90959747,4.866013324,33.020599,85.122998,219.4365,565.68,1343.49,9.932523263,9.932523087,9.932523081,9.035108831,31101.798,13404.13316,6726.319459,5586.197143,3782.685394,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Hangzhou,China,China,134,1027,1141,1476,3160,5082,1.058191054,2.607727998,7.90959747,4.866013324,114.640813,141.891577,175.62,247.95918,439.746341,2.155495774,2.155495751,3.509597987,5.896645786,8958.415185,8041.351179,8404.509737,12744.03311,11556.66239,"Wang, J, Cheng, Q, & J Chen",Mathematical Geosciences,2011
Hangzhou,China,China,133,1027,1141,1476,3160,5082,1.058191054,2.607727998,7.90959747,4.866013324,20.684919,46.420278,101.071391,223.2,308.848207,8.418998498,8.091626169,8.244688442,3.301134084,49649.69889,24579.77524,14603.539,14157.70609,16454.68513,"Wu, Y, Fan, P, Li, B, Ouyang, Z, Liu, Y, & H You",Sustainability (Switzerland),2017
Hangzhou,China,China,132,1027,1141,1476,3160,5082,1.058191054,2.607727998,7.90959747,4.866013324,119.078031,310.60874,755.814625,3319.633312,7240.00903,10.06220334,9.299999997,15.94912678,8.109759043,8624.596757,3673.431726,1952.859803,951.9123659,701.9328262,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Harare,Zimbabwe,Africa,31,417,616,1047,1379,1475,3.978719724,5.447575078,2.792578073,0.675263603,82.54518,118.877693,170.982435,243.1, ,3.714831222,3.701517814,3.581774334, ,5051.778917,5181.796386,6123.436013,5672.562731, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Harare,Zimbabwe,Africa,30,417,616,1047,1379,1475,3.978719724,5.447575078,2.792578073,0.675263603, , , ,385.110282,416.704017, , , ,0.79158095, , , ,3580.792475,3539.6827,"Wania, A, Kemper, T, Tiede, D, & P Zeil",Applied Geography,2015
Hefa (Haifa),Israel,SW Asia,599,321,460,660,905,1047,3.663359661,3.676090087,3.20731134,1.468165887,114.459531,173.372365,257,378.480229, ,4.239613192,4.0148447,3.946772073, ,2804.48467,2653.248688,2568.093385,2391.142075, ,"Shoshany, M & N Goldshleger",Land Use Policy,2002
Hefei,China,China,138,518,751,1100,1532,3027,3.784146405,3.890365653,3.368117707,7.047213185, , ,424.281,584.4345,183.6315, , ,3.254318862,-10.93211624, , ,2592.621399,2621.337378,16484.09995,"Shi, T, Huang, Y, Wang, H, Shi, CE, & YJ Yang",Advances in Climate Change Research,2015
Hefei,China,China,137,518,751,1100,1532,3027,3.784146405,3.890365653,3.368117707,7.047213185,87.000463,345.98448,1195.421015,2688.793782,5094.469509,14.80307093,13.2,8.443533698,6.599249528,5953.991302,2170.617595,920.1779007,569.7722191,594.1737397,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Helsinki,Finland,Europe,335,507,674,871,1019,1122,2.888110991,2.597274964,1.581729541,0.967561428, , ,512.015075,871.46624,767.957596, , ,5.462189133,-1.256465803, , ,1701.121788,1169.293718,1461.018168,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Hermosillo,Mexico,CS Am,284,180,298,411,552,716,5.143948549,3.273198941,2.988595791,2.645529705,35.26573568,46.76524785,61.87057747,82.74668825,112.4806392,2.862489078,2.838585129,2.950069742,3.117580751,5114.964894,6369.64442,6644.014277,6668.919466,6369.842892,"Diaz-Caravantes, RE, & E S?nchez-Flores",Applied Geography,2011
Hohhot,China,China,139,365,481,635,1005,1478,2.798131588,2.816511607,4.698204439,3.932371553,80.148675,209.063575,508.721382,1478.77054,4445.205043,10.0622033,9.299999993,11.26077476,11.63467204,4554.036608,2300.735554,1248.227463,679.6186243,332.4930989,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Hong Kong,China_Hong Kong SAR,China,140,3472,4623,5766,6835,7050,2.904512055,2.23393436,1.715324296,0.310191568,141.42,141.42,141.42,141.42,141.42,0,0,0,0,24550.98289,32689.85999,40772.16801,48331.21199,49851.50615,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Houston,United States of America,N Am,498,1693,2424,2922,3847,4976,3.654357912,1.886058005,2.788421672,2.606723231,829.945907,1092.483551,1438.07,1879.109046, ,2.78660268,2.786602691,2.711056317, ,2039.891981,2218.797709,2031.889964,2047.24681, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Houston,United States of America,N Am,496,1693,2424,2922,3847,4976,3.654357912,1.886058005,2.788421672,2.606723231,1159.120502,1270.012474,1390.822907,1780.47, ,0.917838468,0.912829799,2.500570487, ,1460.59016,1908.642671,2100.914491,2160.665442, ,"Khan, SD",Environmental Geology,2005
Huangshi,China,China,141,268,360,483,572,688,2.979172427,2.978358212,1.70266158,1.866859557,19.19798839,33.43,56.54,66.22,96.98,5.703182983,5.395469485,1.592895241,3.888936469,13979.95428,10767.60395,8538.061549,8630.761099,7090.637245,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Huizhou,China,China,143,100,143,205,1003,1775,3.641479443,3.667298762,17.2073123,5.874102651, ,12.328467,100,203.636958,407.273916, ,23.28467434,7.370669242,7.177346254, ,11599.17125,2050,4925.432052,4358.246208,"Liu, Z, Huang, H, Werners, SE, D Yan",Journal of Geographical Sciences,2016
Huizhou,China,China,142,100,143,205,1003,1775,3.641479443,3.667298762,17.2073123,5.874102651,16.428769,45.172218,124.204635,329.0436,694.414248,10.64368695,10.64368683,10.23298416,7.754773289,6086.88332,3165.662576,1650.502012,3048.228259,2556.111147,"Su, Y, Chen, X, Wang, C, Zhang, H, Liao, J, Ye, Y, C Wang",GIScience and Remote Sensing,2015
Hyderabad,India,India,410,1748,2487,4193,5445,7578,3.588951123,5.362218788,2.647246075,3.360754694,62.254335,104.632314,175.407756,287.350773, ,5.329403129,5.302406482,5.059748716, ,28078.36595,23768.94771,23904.30216,18948.9659, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Hyderabad,India,India,412,1748,2487,4193,5445,7578,3.588951123,5.362218788,2.647246075,3.360754694,77.788602,110.785303,157.588246,229.010793,409.457835,3.59925166,3.5867404,3.808571043,5.982783991,22471.15844,22448.82609,26607.31436,23776.17198,18507.40016,"Franco, S, Kumar, P, Mandla, VR, & KRM Rao",International Journal of Earth Sciences and Engineering,2015
Hyderabad,India,India,413,1748,2487,4193,5445,7578,3.588951123,5.362218788,2.647246075,3.360754694,32.573215,74.957756,171.390427,366.029804,439.533851,8.691503201,8.621800773,7.882993562,1.846846846,53663.7234,33178.68801,24464.61027,14875.83782,17240.99289,"Franco, S, VR Mandla, KRM Rao, MP Kumar, & PC Anand",Journal of Urban and Environmental Engineering,2015
Hyderabad,India,India,411,1748,2487,4193,5445,7578,3.588951123,5.362218788,2.647246075,3.360754694,84.894648,172.917727,352.207603,694.046945,1342.048033,7.373205986,7.373206046,7.018537586,6.81639614,20590.22614,14382.56241,11904.91053,7845.290638,5646.593724,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Hyderabad,India,India,409,1748,2487,4193,5445,7578,3.588951123,5.362218788,2.647246075,3.360754694,121.041504,196.625164,318.690228,506.2,718.016142,4.971276546,4.947709603,4.735844634,3.557416351,14441.3275,12648.43192,13156.977,10756.61794,10554.08027,"Wakode, HB, Baier, K, Jha, R, & R Azzam",Arabian Journal of Geosciences,2014
Ibadan,Nigeria,Africa,32,809,1186,1739,2236,2814,3.899538075,3.901421503,2.545645149,2.325819007,151.495956,190.759478,239.451975,299.95, ,2.331304044,2.299433752,2.278192472, ,5340.076536,6217.253331,7262.416608,7454.575763, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Indianapolis,United States of America,N Am,500,821,838,921,1225,1495,0.205160076,0.94889307,2.893430232,2.011823402, ,287.691778,276.98728,347.53, , ,-0.378463088,2.294726959, , ,2912.839588,3325.062436,3524.87555, ,"Liang, B, Weng, Q, & X Tong",International Journal of Remote Sensing,2013
Indianapolis,United States of America,N Am,499,821,838,921,1225,1495,0.205160076,0.94889307,2.893430232,2.011823402,855.805056,1066.203993,1328.329328,1648.65, ,2.222511209,2.222511211,2.183852093, ,959.3306259,785.9659179,693.3521534,743.0321778, ,"Wilson, JS & Lindsey, GH",Journal of Urban Planning and Development,2005
Indore,India,India,414,546,808,1088,1597,2127,3.997253929,3.02004932,3.912454197,2.907317463,38.685999,69.934956,126.425535,223.31142,389.256616,6.099673872,6.09967398,5.854082765,5.714000247,14113.6332,11553.59274,8605.856404,7151.447964,5464.261653,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Ipoh,Malaysia,SE Asia,564,247,295,447,537,664,1.791732531,4.243395882,1.851323377,2.145533101,66.738748,98.433386,145.18,211.036535, ,3.962433561,3.962433512,3.811408982, ,3700.998407,2996.950648,3078.936493,2544.583098, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Irkutsk,Russian Federation,Europe,336,456,561,622,592,588,2.093901792,1.037537348,-0.493114756,-0.067773893, ,156.978332,190.376481,130.380556, , ,1.947682674,-3.71470765, , ,3573.74163,3267.210302,4540.554345, ,"Bergen, KM, Zhao, T, Kharuk, V, Blam, Y, Brown, DG, Peterson, LK, & N Miller",Photogrammetric Engineering and Remote Sensing,2008
Islamabad,Pakistan,SC Asia,552,70,189,343,597,1039,10.44253752,6.141013833,5.698304558,5.697355512,5.326727,7.213716,9.769169,13.135755,17.599563,3.078920115,3.078919669,3.00534041,2.968570723,13141.27794,26200.08883,35110.45822,45448.47251,59035.55674,"Butt, A, Shabbir, R, Ahmad, SS, & N Aziz",Egyptian Journal of Remote Sensing and Space Science,2015
Islamabad,Pakistan,SC Asia,551,70,189,343,597,1039,10.44253752,6.141013833,5.698304558,5.697355512,83.44076,95.694848,101.851854,107.56, ,1.379706734,0.625496949,0.546784295, ,838.9185333,1975.027956,3367.636293,5550.39048, ,"Butt, MJ, Waqas, A, Iqbal, MF, Muhammad, G, & MAK Lodhi",Arabian Journal of Science and Engineering,2012
Istanbul,Turkey,SW Asia,608,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,521.534916,563.9090354,609.54,719.421,857.510171,0.784226358,0.781151397,1.671232904,1.771369082,5315.080381,7797.356885,10749.08948,12154.21846,14813.81846,"Ataoglu, B & E Tok",Journal of Environmental Protection and Ecology,2011
Istanbul,Turkey,SW Asia,609,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,444.8639919,557.4574565,605.24,713.45,1018.387711,2.281820043,0.825779751,1.65847535,3.622713516,6231.117938,7887.597428,10825.45767,12255.93945,12473.63835,"Geymen, A",Land Degradation & Development,2013
Istanbul,Turkey,SW Asia,607,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,363.9954799,469.3661942,605.24,713.45, ,2.575013217,2.575013217,1.65847535, ,7615.479183,9367.952048,10825.45767,12255.93945, ,"Geymen, A & I Baz",Environmental Monitoring and Assessment,2008
Istanbul,Turkey,SW Asia,604,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797, ,38.169553,66.816765,112.051306,196.148636, ,5.75887858,5.306007558,5.758878547, ,115196.5285,98059.22211,78035.68126,64762.11234,"Karaburun, A & A Demirci",Fresenius Environmental Bulletin,2009
Istanbul,Turkey,SW Asia,603,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,314.170075,366.972357,428.343568,592.51,859.352457,1.565650304,1.558409282,3.297626675,3.788100539,8823.246453,11981.82892,15296.13257,14757.55683,14782.06049,"Karaburun, A,Demirci, A,& IS Suen",Environmental Monitoring and Assessment,2010
Istanbul,Turkey,SW Asia,602,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,110.063354,208.453106,390.280873,637.354926,805.511838,6.594933441,6.472362266,5.026866377,2.369140766,25185.49453,21093.47318,16787.90956,13719.20047,15770.09722,"Kaya, S, Basar, UG, Karaca, M, & DZ Seker",Ekoloji,2012
Istanbul,Turkey,SW Asia,601,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,196.4632334,269.5599618,368.7786326,497.7126541,680.9089555,3.213714966,3.183685613,3.043664112,3.183685613,14109.51022,16311.76964,17766.75604,17568.36988,18655.94496,"Kaya, S, Seker, DZ, & A Tanik",Fresenius Environmental Bulletin,2012
Istanbul,Turkey,SW Asia,600,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797, , ,81.03,128.65, , , ,4.731276083, , , ,80858.94113,67967.35328, ,"Kucukmehmetoglu, M, & A Geymen",Land Use Policy,2009
Istanbul,Turkey,SW Asia,606,2772,4397,6552,8744,12703,4.721613253,4.069086475,2.928021795,3.805320797,111.853375,180.511202,287.516014,382.931,488.769046,4.90241987,4.764896453,2.907220625,2.470372938,24782.44398,24358.59909,22788.29589,22834.40098,25989.78005,"Ulugtekin, N, Balcik, FB, Dogru, AO, Goksel, C, Alaton, IA, & D Orhon",Journal of Environmental Science and Health - Part A,2009
Jabalpur,India,India,415,520,740,879,1100,1257,3.591193714,1.736247668,2.268145584,1.34311736,44.389766,71.295412,114.509182,181.17635,284.209369,4.852278589,4.852278633,4.695042944,4.605299783,11714.41183,10379.34952,7676.240321,6071.432612,4422.795788,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Jackson in Mississippi,United States of America,N Am,501,192,266,289,294,353,3.313729848,0.832752043,0.17167799,1.845709382,46.86985,85.302005,155.247607,275,400,6.171161268,6.171161262,5.884106923,3.818017112,4096.450063,3118.33233,1861.542381,1069.090909,882.5,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Jacksonville in Florida,United States of America,N Am,502,531,601,742,886,1070,1.246028175,2.12990862,1.789500138,1.904885554,529.148918,581.011773,637.957801,700,850,0.939396078,0.939396071,0.932402,1.960531001,1003.498225,1034.402447,1163.086334,1265.714286,1258.823529,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Jaipor (Jaipur),India,India,419,616,984,1478,2259,3017,4.79521153,4.152076639,4.333596839,2.935672908,11.35307392,26.95341539,63.55127717,140.84, ,9.031009684,8.955974117,8.282973541, ,54258.43296,36507.43276,23256.81034,16039.47742, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Jaipor (Jaipur),India,India,417,616,984,1478,2259,3017,4.79521153,4.152076639,4.333596839,2.935672908,57.050204,107.887253,204.024852,375.655851,681.185394,6.578914672,6.578914734,6.294479249,6.132285585,10797.5074,9120.632629,7244.215523,6013.482803,4429.043879,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Jaipor (Jaipur),India,India,416,616,984,1478,2259,3017,4.79521153,4.152076639,4.333596839,2.935672908,34.893029,57.204895,106.698183,157.119475,201.839441,5.067754861,6.432039184,3.945884607,2.536290456,17653.95604,17201.32517,13852.15716,14377.59387,14947.52455,"Gupta, R",Environment and Urbanization ASIA,2014
Jaipor (Jaipur),India,India,420,616,984,1478,2259,3017,4.79521153,4.152076639,4.333596839,2.935672908,23.31293838,43.17904344,76.94488666,114.91,174.5284468,6.357372583,5.947490588,4.092108573,4.267951175,26423.09562,22788.83276,19208.55387,19658.86346,17286.58024,"Punia, M & L Singh",Journal of the Indian Society of Remote Sensing,2012
Jaipor (Jaipur),India,India,418,616,984,1478,2259,3017,4.79521153,4.152076639,4.333596839,2.935672908,35.512079,62.687643,109.921939,192.746642,337.978644,5.847494971,5.776756042,5.776756051,5.776756018,17346.21057,15696.87347,13445.90546,11720.04854,8926.599516,"Sisodia, PS, Tiwari, V, & AK Dahiya",International Journal of Applied Geospatial Research,2016
Jakarta,Indonesia,SE Asia,565,3915,5984,8175,8390,9630,4.334029786,3.169094222,0.259935284,1.387971161,924.349522,1065.109909,1227.305354,1414.2,1626.33,1.427523202,1.427523193,1.427523203,1.407431784,4235.410856,5618.199539,6660.934032,5932.682789,5921.307484,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
